Phytochemicals,Link
"2,2,4,6,6-Pentamethylheptane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2,4,6,6-Pentamethylheptane"
"2,2,4-Trimethyl-1,2-dihydroquinoline","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2,4-Trimethyl-1,2-dihydroquinoline"
"2,2,4-Trimethyl-1,3-pentanediol 3-isobutyrate","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2,4-Trimethyl-1,3-pentanediol%203-isobutyrate"
"2,2,4-Trimethylheptane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2,4-Trimethylheptane"
"2,2,4-Trimethylpentane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2,4-Trimethylpentane"
"2,2,5-Trimethyl-4-cyclohepten-1-one","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2,5-Trimethyl-4-cyclohepten-1-one"
"2,2,5-Trimethylcyclohept-4-en-1-ol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2,5-Trimethylcyclohept-4-en-1-ol"
"2,2,5-Trimethylhexane-3,4-dione","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2,5-Trimethylhexane-3,4-dione"
"2,2,6,6-Tetramethyl-4-piperidone","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2,6,6-Tetramethyl-4-piperidone"
"2,2,6-Trimethylcyclohexane-1,4-dione","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2,6-Trimethylcyclohexane-1,4-dione"
"2,2,6-Trimethylcyclohexanone","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2,6-Trimethylcyclohexanone"
"2,2,7-Trimethyl-3-octyne","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2,7-Trimethyl-3-octyne"
"2,2,8,8-Tetramethyl-5-nonanone","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2,8,8-Tetramethyl-5-nonanone"
"2,2,9-Trimethyl-1,6-dioxaspiro[4.4]nona-3,8-diene","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2,9-Trimethyl-1,6-dioxaspiro[4.4]nona-3,8-diene"
"2,2-Diethoxyethanol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2-Diethoxyethanol"
"2,2-Dimethoxypropane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2-Dimethoxypropane"
"2,2-Dimethyl-1-hexanol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2-Dimethyl-1-hexanol"
"2,2-Dimethyl-3,4-octadienal","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2-Dimethyl-3,4-octadienal"
"2,2-Dimethyl-3,4-pentadienal","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2-Dimethyl-3,4-pentadienal"
"2,2-Dimethyl-3-(2-methyl-1-propenyl)cyclopropane-1-carbaldehyde","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2-Dimethyl-3-(2-methyl-1-propenyl)cyclopropane-1-carbaldehyde"
"2,2-Dimethyl-3-(3-methylenepent-4-enyl)oxirane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2-Dimethyl-3-(3-methylenepent-4-enyl)oxirane"
"2,2-Dimethyl-3-propyloxirane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2-Dimethyl-3-propyloxirane"
"2,2-Dimethyl-6-oxoheptanoic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2-Dimethyl-6-oxoheptanoic%20acid"
"2,2-Dimethyl-7-isobutyl-2H,5H-pyrano[4,3-b]pyran-5-one","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2-Dimethyl-7-isobutyl-2H,5H-pyrano[4,3-b]pyran-5-one"
"2,2-Dimethyl-7-sec-butyl-2H,5H-pyrano[4,3-b]pyran-5-one","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2-Dimethyl-7-sec-butyl-2H,5H-pyrano[4,3-b]pyran-5-one"
"2,2-Dimethylbutane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2-Dimethylbutane"
"2,2-Dimethylchroman","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2-Dimethylchroman"
"2,2-Dimethylhexanal","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2-Dimethylhexanal"
"2,2-Dimethyloxirane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2-Dimethyloxirane"
"2,2-Dimethyltetradecane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,2-Dimethyltetradecane"
"2,3'-Bifuran, 2,3,4,5-tetrahydro-5-methyl-5-[(4-methyl-2-furanyl)methyl]-","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3'-Bifuran,%202,3,4,5-tetrahydro-5-methyl-5-[(4-methyl-2-furanyl)methyl]-"
"2,3,1-Benzodiazaborine, 1,2-dihydro-1-methyl-","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,1-Benzodiazaborine,%201,2-dihydro-1-methyl-"
"2,3,11,13-Tetrahydrohelenalin","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,11,13-Tetrahydrohelenalin"
"2,3,3-Trimethyl-1,4-pentadiene","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,3-Trimethyl-1,4-pentadiene"
"2,3,3-Trimethyl-1-hexene","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,3-Trimethyl-1-hexene"
"2,3,3-Trimethyloctane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,3-Trimethyloctane"
"2,3,4,5,6-Pentahydroxyhexanal;1,3,4,5,6-pentahydroxyhexan-2-one","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,4,5,6-Pentahydroxyhexanal;1,3,4,5,6-pentahydroxyhexan-2-one"
"2,3,4,5-Tetramethylhexa-1,4-diene","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,4,5-Tetramethylhexa-1,4-diene"
"2,3,4,6-Tetra-O-methyl-D-galactose","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,4,6-Tetra-O-methyl-D-galactose"
"2,3,4,6-Tetramethyl-d-galactose","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,4,6-Tetramethyl-d-galactose"
"2,3,4,6-Tetramethylphenol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,4,6-Tetramethylphenol"
"2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole-1-carboxylic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole-1-carboxylic%20acid"
"2,3,4-Tri-o-methyl-d-xylose","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,4-Tri-o-methyl-d-xylose"
"2,3,4-Trihydroxybenzoic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,4-Trihydroxybenzoic%20acid"
"2,3,4-Trimethyl-5-phenyloxazolidine","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,4-Trimethyl-5-phenyloxazolidine"
"2,3,4-Trimethylbenzaldehyde","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,4-Trimethylbenzaldehyde"
"2,3,4-Trimethylhexane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,4-Trimethylhexane"
"2,3,4-Trimethylpentanoic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,4-Trimethylpentanoic%20acid"
"2,3,4-Trimethyltriacontane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,4-Trimethyltriacontane"
"2,3,5,5-Tetramethyl-4-methylene-2-cyclopenten-1-one","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,5,5-Tetramethyl-4-methylene-2-cyclopenten-1-one"
"2,3,5,6-Tetramethylphenol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,5,6-Tetramethylphenol"
"2,3,5,6-Tetramethylpyrazine","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,5,6-Tetramethylpyrazine"
"2,3,5-Tri-O-methyl-L-arabinose","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,5-Tri-O-methyl-L-arabinose"
"2,3,5-tri-O-methylarabinose","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,5-tri-O-methylarabinose"
"2,3,5-Triethyl-2-cyclopentene-1-one","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,5-Triethyl-2-cyclopentene-1-one"
"2,3,5-Trihydroxybenzoic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,5-Trihydroxybenzoic%20acid"
"2,3,5-Trimethyl-2-cyclopentenone","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,5-Trimethyl-2-cyclopentenone"
"2,3,5-Trimethyldecane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,5-Trimethyldecane"
"2,3,5-Trimethylfuran","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,5-Trimethylfuran"
"2,3,5-Trimethylphenol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,5-Trimethylphenol"
"2,3,5-Trimethylpyrazine","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,5-Trimethylpyrazine"
"2,3,6-Tri-o-methyl-d-glucose","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,6-Tri-o-methyl-d-glucose"
"2,3,6-Tri-O-methyl-D-mannose","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,6-Tri-O-methyl-D-mannose"
"2,3,6-Trimethylbenzaldehyde","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3,6-Trimethylbenzaldehyde"
"2,3-(S)-hexahydroxydiphenoyl-D-glucose","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-(S)-hexahydroxydiphenoyl-D-glucose"
"2,3-Butanediol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Butanediol"
"2,3-Butanedione","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Butanedione"
"2,3-Dehydro-4-oxo-beta-ionol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dehydro-4-oxo-beta-ionol"
"2,3-Dehydrokievitol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dehydrokievitol"
"2,3-Dehydrokievitone","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dehydrokievitone"
"2,3-di-O-galloyl--d-glucose","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-di-O-galloyl--d-glucose"
"2,3-di-O-methyl-d-mannose","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-di-O-methyl-d-mannose"
"2,3-Di-O-methyl-L-arabinose","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Di-O-methyl-L-arabinose"
"2,3-di-O-methyl-l-rhamnose","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-di-O-methyl-l-rhamnose"
"2,3-Dibenzylbutyrolactone","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dibenzylbutyrolactone"
"2,3-Dibromopropionamide","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dibromopropionamide"
"2,3-Didehydrosomnifericin","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Didehydrosomnifericin"
"2,3-Didemethyl-n-deacetylcolchicine","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Didemethyl-n-deacetylcolchicine"
"2,3-Dihydro-2,2,5,5,7,7-hexamethylbenzofuran-4,6(5H,7H)-dione","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydro-2,2,5,5,7,7-hexamethylbenzofuran-4,6(5H,7H)-dione"
"2,3-Dihydro-2-methylbenzofuran","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydro-2-methylbenzofuran"
"2,3-Dihydro-3-hydroxypyrrolo(2,1-b)quinazolin-9(1H)-one hydrochloride","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydro-3-hydroxypyrrolo(2,1-b)quinazolin-9(1H)-one%20hydrochloride"
"2,3-Dihydro-4-hydroxy-2-(1-hydroxy-1-methylethyl)-7-methyl-5H-furo(3,2-g)(1)benzopyran-5-one","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydro-4-hydroxy-2-(1-hydroxy-1-methylethyl)-7-methyl-5H-furo(3,2-g)(1)benzopyran-5-one"
"2,3-Dihydro-5-hydroxy-2-phenyl-8,8-dimethyl-4H,8H-benzo[1,2-b:3,4-b']dipyran-4-one","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydro-5-hydroxy-2-phenyl-8,8-dimethyl-4H,8H-benzo[1,2-b:3,4-b']dipyran-4-one"
"2,3-Dihydro-7-methoxy-2-(3-methoxy-4,5-methylenedioxyphenyl)-3-methyl-5-(1-propenyl)benzofuran","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydro-7-methoxy-2-(3-methoxy-4,5-methylenedioxyphenyl)-3-methyl-5-(1-propenyl)benzofuran"
"2,3-Dihydroamentoflavone","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydroamentoflavone"
"2,3-Dihydrobenzofuran","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydrobenzofuran"
"2,3-Dihydroflavon-3-ol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydroflavon-3-ol"
"2,3-Dihydrohinokiflavone","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydrohinokiflavone"
"2,3-Dihydroochnaflavone","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydroochnaflavone"
"2,3-Dihydroochnaflavone 7-O-methyl ether","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydroochnaflavone%207-O-methyl%20ether"
"2,3-Dihydrowithaferin A","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydrowithaferin%20A"
"2,3-Dihydroxy-2,4-cyclopentadien-1-one","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydroxy-2,4-cyclopentadien-1-one"
"2,3-Dihydroxybenzoic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydroxybenzoic%20acid"
"2,3-Dihydroxybutanoic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydroxybutanoic%20acid"
"2,3-Dihydroxycinnamic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydroxycinnamic%20acid"
"2,3-dihydroxypropyl (E)-3-(4-hydroxyphenyl)prop-2-enoate","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-dihydroxypropyl%20(E)-3-(4-hydroxyphenyl)prop-2-enoate"
"2,3-Dihydroxypropyl acetate","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dihydroxypropyl%20acetate"
"2,3-Dimethoxy-1-methyl-4-(propan-2-yl)benzene","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethoxy-1-methyl-4-(propan-2-yl)benzene"
"2,3-Dimethoxy-5-(prop-2-en-1-yl)phenol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethoxy-5-(prop-2-en-1-yl)phenol"
"2,3-Dimethoxyphenol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethoxyphenol"
"2,3-Dimethoxytoluene","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethoxytoluene"
"2,3-Dimethoxyxanthen-9-one","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethoxyxanthen-9-one"
"2,3-Dimethyl-2-butanol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethyl-2-butanol"
"2,3-Dimethyl-3-hexanol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethyl-3-hexanol"
"2,3-Dimethylbenzaldehyde","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethylbenzaldehyde"
"2,3-Dimethylbenzofuran","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethylbenzofuran"
"2,3-Dimethylbenzoic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethylbenzoic%20acid"
"2,3-Dimethylbutane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethylbutane"
"2,3-Dimethylheptane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethylheptane"
"2,3-Dimethylhexane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethylhexane"
"2,3-Dimethylmaleic anhydride","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethylmaleic%20anhydride"
"2,3-Dimethylnaphthalene","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethylnaphthalene"
"2,3-Dimethylpyrazine","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethylpyrazine"
"2,3-Dimethylpyridine","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethylpyridine"
"2,3-Dimethylstyrene","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethylstyrene"
"2,3-Dimethylthiophene","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dimethylthiophene"
"2,3-Dipalmito-1-olein","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Dipalmito-1-olein"
"2,3-diphenyl-1H-pyrrole","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-diphenyl-1H-pyrrole"
"2,3-Diphenylbenzofuran","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Diphenylbenzofuran"
"2,3-Epoxygerianial","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Epoxygerianial"
"2,3-Heptanedione","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Heptanedione"
"2,3-Hexanedione","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Hexanedione"
"2,3-Methylenedioxynaphthalene","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Methylenedioxynaphthalene"
"2,3-Naphthalenedione, 1,4-dihydro-1,1,4,4-tetramethyl-","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Naphthalenedione,%201,4-dihydro-1,1,4,4-tetramethyl-"
"2,3-Octanedione","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Octanedione"
"2,3-Pentanedione","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Pentanedione"
"2,3-Pinanediol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,3-Pinanediol"
"2,4'-Bipyridine","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4'-Bipyridine"
"2,4'-Dihydroxy-4-methoxydihydrochalcone","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4'-Dihydroxy-4-methoxydihydrochalcone"
"2,4,4,6,6,8,8-Heptamethyl-1-nonene","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,4,6,6,8,8-Heptamethyl-1-nonene"
"2,4,4-Trimethyl-1-cyclohexene-1-carboxylic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,4-Trimethyl-1-cyclohexene-1-carboxylic%20acid"
"2,4,4-Trimethyl-3-(3-oxo-1-butenyl)cyclohex-2-en-1-one","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,4-Trimethyl-3-(3-oxo-1-butenyl)cyclohex-2-en-1-one"
"2,4,4-trimethyl-3-[(E)-3-oxobut-1-enyl]cyclohexa-2,5-dien-1-one","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,4-trimethyl-3-[(E)-3-oxobut-1-enyl]cyclohexa-2,5-dien-1-one"
"2,4,4-Trimethylcyclohexene-1-carbaldehyde","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,4-Trimethylcyclohexene-1-carbaldehyde"
"2,4,5,6-Phenanthrenetetrol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,5,6-Phenanthrenetetrol"
"2,4,5,7alpha-Tetrahydro-1,4,4,7a-tetramethyl-1H-inden-2-ol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,5,7alpha-Tetrahydro-1,4,4,7a-tetramethyl-1H-inden-2-ol"
"2,4,5-Trimethoxy cinnamaldehyde","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,5-Trimethoxy%20cinnamaldehyde"
"2,4,5-Trimethoxybenzaldehyde","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,5-Trimethoxybenzaldehyde"
"2,4,5-Trimethylbenzaldehyde","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,5-Trimethylbenzaldehyde"
"2,4,5-Trimethylbenzoic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,5-Trimethylbenzoic%20acid"
"2,4,5-Trimethylbenzyl alcohol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,5-Trimethylbenzyl%20alcohol"
"2,4,5-Trimethyloxazole","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,5-Trimethyloxazole"
"2,4,5-Trimethylthiazole","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,5-Trimethylthiazole"
"2,4,6,3',5'-Pentahydroxybenzophenone","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6,3',5'-Pentahydroxybenzophenone"
"2,4,6-Heptanetrione","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Heptanetrione"
"2,4,6-Octatriene, 3,4-dimethyl-","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Octatriene,%203,4-dimethyl-"
"2,4,6-Tri-O-galloyl-beta-gulucose","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Tri-O-galloyl-beta-gulucose"
"2,4,6-Tri-O-galloyl-D-glucose","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Tri-O-galloyl-D-glucose"
"2,4,6-Tri-tert-butylpyrimidine","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Tri-tert-butylpyrimidine"
"2,4,6-Triethyl-1,3,5-dithiazinane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Triethyl-1,3,5-dithiazinane"
"2,4,6-Triethyl-1,3,5-trithiane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Triethyl-1,3,5-trithiane"
"2,4,6-Trihydroxy-3-methyl-5-(3-methylbutanoyl)benzaldehyde","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Trihydroxy-3-methyl-5-(3-methylbutanoyl)benzaldehyde"
"2,4,6-Trihydroxybenzoic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Trihydroxybenzoic%20acid"
"2,4,6-Trimethoxyphenol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Trimethoxyphenol"
"2,4,6-Trimethyl-1,3,5-trithiane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Trimethyl-1,3,5-trithiane"
"2,4,6-Trimethylanisole","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Trimethylanisole"
"2,4,6-Trimethylbenzaldehyde","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Trimethylbenzaldehyde"
"2,4,6-Trimethylbenzoic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Trimethylbenzoic%20acid"
"2,4,6-Trimethyldecane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Trimethyldecane"
"2,4,6-Trimethyloctane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Trimethyloctane"
"2,4,6-Trimethylphenol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4,6-Trimethylphenol"
"2,4-Benzylidene-d-glucose","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Benzylidene-d-glucose"
"2,4-Decadienal","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Decadienal"
"2,4-Di-tert-butylphenol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Di-tert-butylphenol"
"2,4-Diaminophenol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Diaminophenol"
"2,4-Difurfurylfuran","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Difurfurylfuran"
"2,4-Dihydroxy-2,5-dimethyl-3(2H)-furanone","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dihydroxy-2,5-dimethyl-3(2H)-furanone"
"2,4-Dihydroxy-2H-1,4-benzoxazin-3(4H)-one","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dihydroxy-2H-1,4-benzoxazin-3(4H)-one"
"2,4-Dihydroxybenzoic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dihydroxybenzoic%20acid"
"2,4-Dihydroxychalcone","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dihydroxychalcone"
"2,4-Dihydroxyphenylacetic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dihydroxyphenylacetic%20acid"
"2,4-Dimethoxybenzaldehyde","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethoxybenzaldehyde"
"2,4-Dimethoxyphenanthrene-3,5-diol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethoxyphenanthrene-3,5-diol"
"2,4-Dimethoxythiophenol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethoxythiophenol"
"2,4-Dimethyl-2,4-heptadiene","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethyl-2,4-heptadiene"
"2,4-Dimethyl-3-pentanol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethyl-3-pentanol"
"2,4-Dimethyl-3-pentanone","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethyl-3-pentanone"
"2,4-Dimethyl-4-octanol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethyl-4-octanol"
"2,4-Dimethylbenzaldehyde","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethylbenzaldehyde"
"2,4-Dimethylbenzoic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethylbenzoic%20acid"
"2,4-Dimethylcyclobutanone","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethylcyclobutanone"
"2,4-Dimethyldodecane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethyldodecane"
"2,4-Dimethylheptan-1-ol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethylheptan-1-ol"
"2,4-Dimethylheptane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethylheptane"
"2,4-Dimethylhexane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethylhexane"
"2,4-Dimethylpentane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethylpentane"
"2,4-Dimethylphenol","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethylphenol"
"2,4-Dimethylstyrene","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethylstyrene"
"2,4-Dimethylsulfolane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethylsulfolane"
"2,4-Dimethylthiophene","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethylthiophene"
"2,4-Dimethylundecane","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dimethylundecane"
"2,4-Dodecadienamide, N-(2-methylpropyl)-, (2E,4E)-","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Dodecadienamide,%20N-(2-methylpropyl)-,%20(2E,4E)-"
"2,4-Heptadecanedione","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Heptadecanedione"
"2,4-Heptadienal","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Heptadienal"
"2,4-Heptadiene, 2,6-dimethyl-","https://cb.imsc.res.in/imppat/phytochemicalplants/2,4-Heptadiene,%202,6-dimethyl-"
